Timestamp,Name,Status,Location
2025-04-11 14:58:25,Unknown,unknown,"(78,270)"
2025-04-11 15:08:05,vidhi,known,"(282,298)"
2025-04-11 15:08:51,vidhi,known,"(244,339)"
2025-04-11 15:09:22,vidhi,known,"(210,322)"
2025-04-11 15:10:17,vidhi,known,"(192,322)"
2025-04-11 15:11:05,vidhi,known,"(141,339)"
2025-04-11 15:12:06,vidhi,known,"(141,356)"
2025-04-11 15:12:37,Unknown,unknown,"(106,339)"
2025-04-11 15:13:17,vidhi,known,"(253,327)"
2025-04-11 15:14:07,vidhi,known,"(391,385)"
2025-04-11 15:14:38,vidhi,known,"(267,327)"
2025-04-11 16:59:42,vidhi,known,"(366,350)"
2025-04-11 17:00:26,vidhi,known,"(339,327)"
2025-04-11 17:01:07,vidhi,known,"(330,362)"
2025-04-11 17:04:36,vidhi,known,"(279,280)"
2025-04-11 17:04:38,vidhi,known,"(279,280)"
2025-04-11 17:04:40,vidhi,known,"(279,280)"
2025-04-11 17:04:43,vidhi,known,"(302,303)"
2025-04-11 17:04:45,vidhi,known,"(256,303)"
2025-04-11 17:04:47,vidhi,known,"(271,252)"
2025-04-11 17:04:49,vidhi,known,"(279,257)"
2025-04-11 17:04:51,vidhi,known,"(290,271)"
2025-04-11 17:04:53,Unknown,unknown,"(256,280)"
2025-04-11 17:04:56,vidhi,known,"(233,280)"
2025-04-11 17:04:58,vidhi,known,"(187,257)"
2025-04-11 17:05:00,vidhi,known,"(233,303)"
2025-04-11 17:05:03,vidhi,known,"(233,303)"
2025-04-11 17:05:05,vidhi,known,"(251,252)"
2025-04-11 17:05:08,vidhi,known,"(233,257)"
2025-04-11 17:05:10,vinay,known,"(279,348)"
2025-04-11 17:05:11,vidhi,known,"(302,325)"
2025-04-11 17:05:14,vidhi,known,"(279,325)"
2025-04-11 17:05:16,vidhi,known,"(279,325)"
2025-04-11 17:05:18,vidhi,known,"(279,325)"
2025-04-11 17:05:20,vidhi,known,"(302,325)"
2025-04-11 17:05:22,vidhi,known,"(325,303)"
2025-04-11 17:05:25,vidhi,known,"(279,303)"
2025-04-11 17:05:27,vidhi,known,"(271,290)"
2025-04-11 17:10:31,vidhi,known,"(88,280)"
2025-04-11 17:10:34,vidhi,known,"(256,257)"
2025-04-11 17:10:36,vidhi,known,"(73,271)"
2025-04-11 17:10:39,vidhi,known,"(76,280)"
2025-04-11 17:10:42,vidhi,known,"(141,280)"
2025-04-11 17:10:44,vidhi,known,"(256,257)"
2025-04-11 17:10:47,vidhi,known,"(302,257)"
2025-04-11 17:10:49,vidhi,known,"(279,257)"
2025-04-11 17:10:51,vidhi,known,"(393,257)"
2025-04-11 17:10:53,vidhi,known,"(141,280)"
2025-04-11 17:10:56,vidhi,known,"(118,271)"
2025-04-11 17:10:58,vidhi,known,"(187,233)"
2025-04-11 17:11:00,vidhi,known,"(233,280)"
2025-04-11 17:11:03,vidhi,known,"(366,310)"
2025-04-11 17:11:05,vidhi,known,"(290,271)"
2025-04-11 17:11:09,vidhi,known,"(73,271)"
2025-04-11 17:11:11,vidhi,known,"(99,271)"
2025-04-11 17:11:14,vidhi,known,"(175,271)"
2025-04-11 17:11:16,vidhi,known,"(302,280)"
2025-04-11 17:11:19,vidhi,known,"(187,280)"
2025-04-11 17:11:21,vidhi,known,"(187,303)"
2025-04-11 17:11:25,Unknown,unknown,"(164,325)"
2025-04-11 17:11:26,vidhi,known,"(164,257)"
2025-04-11 17:11:28,vidhi,known,"(156,252)"
2025-04-11 17:11:30,vidhi,known,"(232,252)"
2025-04-11 17:11:33,vidhi,known,"(194,252)"
2025-04-11 17:11:34,Unknown,unknown,"(251,252)"
2025-04-11 17:11:36,vidhi,known,"(211,257)"
2025-04-11 17:11:38,vidhi,known,"(187,257)"
2025-04-11 17:11:41,vidhi,known,"(156,271)"
2025-04-11 17:11:43,vidhi,known,"(232,252)"
2025-04-11 17:11:45,vidhi,known,"(211,257)"
2025-04-11 17:11:48,vidhi,known,"(211,257)"
2025-04-11 17:11:50,vidhi,known,"(211,257)"
2025-04-11 17:11:52,vidhi,known,"(211,257)"
2025-04-11 17:11:55,vidhi,known,"(64,290)"
2025-04-11 17:11:57,vidhi,known,"(211,280)"
2025-04-11 17:12:00,vidhi,known,"(211,257)"
2025-04-11 17:12:02,vidhi,known,"(211,257)"
2025-04-11 17:12:03,Unknown,unknown,"(241,257)"
2025-04-11 17:12:05,vidhi,known,"(214,252)"
2025-04-11 17:12:06,Unknown,unknown,"(232,252)"
2025-04-11 17:12:07,vinay,known,"(232,252)"
2025-04-11 17:12:10,Unknown,unknown,"(232,252)"
2025-04-11 17:12:12,vidhi,known,"(251,252)"
2025-04-11 17:12:14,vidhi,known,"(251,252)"
2025-04-11 17:12:15,Unknown,unknown,"(251,252)"
2025-04-11 17:12:17,Unknown,unknown,"(251,252)"
2025-04-11 17:12:18,vidhi,known,"(214,252)"
2025-04-11 17:12:20,vidhi,known,"(172,305)"
2025-04-11 17:12:22,vidhi,known,"(256,233)"
2025-04-11 17:12:25,vidhi,known,"(271,252)"
2025-04-11 17:12:29,vidhi,known,"(290,252)"
2025-04-11 17:12:31,vidhi,known,"(256,233)"
2025-04-11 17:12:33,Unknown,unknown,"(290,252)"
2025-04-11 17:12:36,Unknown,unknown,"(290,252)"
2025-04-11 17:12:37,vidhi,known,"(256,233)"
2025-04-11 17:12:39,vidhi,known,"(214,271)"
2025-04-11 17:12:42,vidhi,known,"(194,252)"
2025-04-11 17:12:44,vidhi,known,"(214,232)"
2025-04-11 17:12:44,Unknown,unknown,"(308,252)"
2025-04-11 17:12:46,vidhi,known,"(251,252)"
2025-04-11 17:12:49,Unknown,unknown,"(290,252)"
2025-04-11 17:12:49,vidhi,known,"(308,252)"
2025-04-11 17:12:52,Unknown,unknown,"(271,252)"
2025-04-11 17:12:54,Unknown,unknown,"(290,252)"
2025-04-11 17:12:56,Unknown,unknown,"(290,252)"
2025-04-11 17:12:57,vidhi,known,"(251,252)"
2025-04-11 17:12:59,vidhi,known,"(290,252)"
2025-04-11 17:13:01,vidhi,known,"(308,252)"
2025-04-11 17:13:01,Unknown,unknown,"(290,252)"
2025-04-11 17:13:04,Unknown,unknown,"(290,252)"
2025-04-11 17:13:04,vidhi,known,"(290,252)"
2025-04-11 17:13:06,Unknown,unknown,"(290,252)"
2025-04-11 17:13:08,vinay,known,"(290,252)"
2025-04-11 17:13:10,vidhi,known,"(214,271)"
2025-04-11 17:13:12,vidhi,known,"(214,271)"
2025-04-11 17:13:14,vidhi,known,"(214,271)"
2025-04-11 17:13:17,vidhi,known,"(194,271)"
2025-04-11 17:13:19,vidhi,known,"(187,280)"
2025-04-11 17:13:22,vidhi,known,"(194,271)"
2025-04-11 17:13:24,vidhi,known,"(194,271)"
2025-04-11 17:27:16,vidhi,known,"(260,281)",1,False
2025-04-11 17:27:19,vidhi,known,"(241,281)",1,False
2025-04-11 17:27:21,vidhi,known,"(241,281)",1,False
2025-04-11 17:27:24,vidhi,known,"(241,281)",1,False
2025-04-11 17:27:26,vidhi,known,"(241,281)",1,False
2025-04-11 17:27:31,Unknown,unknown,"(134,283)",1,False
2025-04-11 17:27:33,vidhi,known,"(348,283)",1,False
2025-04-11 17:27:36,vidhi,known,"(332,283)",1,False
2025-04-11 17:27:38,vidhi,known,"(332,283)",1,False
2025-04-11 17:27:40,vidhi,known,"(318,291)",1,False
2025-04-11 17:27:43,vidhi,known,"(290,278)",1,False
2025-04-11 17:27:45,vidhi,known,"(386,291)",1,False
2025-04-11 17:27:49,vidhi,known,"(309,299)",1,False
2025-04-11 17:27:52,vidhi,known,"(345,291)",2,False
2025-04-11 17:27:52,rajvi,known,"(71,267)",2,False
2025-04-11 17:27:55,vidhi,known,"(318,319)",2,False
2025-04-11 17:27:55,rajvi,known,"(101,283)",2,False
2025-04-11 17:27:59,vidhi,known,"(359,319)",2,False
2025-04-11 17:27:59,divyesh sir,known,"(487,105)",2,False
2025-04-11 17:28:02,vidhi,known,"(318,291)",2,False
2025-04-11 17:28:02,divyesh sir,known,"(207,81)",2,False
2025-04-11 17:28:05,divyesh sir,known,"(287,93)",2,False
2025-04-11 17:28:05,vidhi,known,"(348,316)",2,False
2025-04-11 17:28:09,vidhi,known,"(398,267)",2,False
2025-04-11 17:28:09,divyesh sir,known,"(470,93)",2,False
2025-04-11 17:28:12,divyesh sir,known,"(458,96)",2,False
2025-04-11 17:28:12,vidhi,known,"(315,283)",2,False
2025-04-11 17:28:15,divyesh sir,known,"(439,96)",2,False
2025-04-11 17:28:15,Unknown,unknown,"(319,360)",2,False
2025-04-11 17:28:18,divyesh sir,known,"(459,104)",1,False
2025-04-11 17:28:20,divyesh sir,known,"(401,93)",1,False
2025-04-11 17:28:22,divyesh sir,known,"(379,93)",1,False
2025-04-11 17:28:24,divyesh sir,known,"(379,93)",1,False
2025-04-11 17:28:27,divyesh sir,known,"(367,93)",1,False
2025-04-11 17:28:30,divyesh sir,known,"(379,93)",2,False
2025-04-11 17:28:30,vidhi,known,"(199,283)",2,False
2025-04-11 17:28:33,vidhi,known,"(216,283)",2,False
2025-04-11 17:28:33,divyesh sir,known,"(390,93)",2,False
2025-04-11 17:28:40,vidhi,known,"(199,283)",2,False
2025-04-11 17:28:40,mayursir,known,"(324,306)",2,False
2025-04-11 17:28:42,vidhi,known,"(199,267)",3,False
2025-04-11 17:28:42,divyesh sir,known,"(516,81)",3,False
2025-04-11 17:28:42,mayursir,known,"(321,139)",3,False
2025-04-11 17:28:45,vidhi,known,"(71,267)",1,False
2025-04-11 17:28:48,divyesh sir,known,"(493,93)",2,False
2025-04-11 17:28:48,vidhi,known,"(86,281)",2,False
2025-04-11 17:28:50,divyesh sir,known,"(410,96)",3,False
2025-04-11 17:28:50,mayursir,known,"(229,139)",3,False
2025-04-11 17:28:50,vidhi,known,"(54,283)",3,False
2025-04-11 17:28:52,divyesh sir,known,"(401,105)",3,False
2025-04-11 17:28:52,vidhi,known,"(71,283)",3,False
2025-04-11 17:28:52,mayursir,known,"(229,104)",3,False
2025-04-11 17:28:56,divyesh sir,known,"(379,104)",3,False
2025-04-11 17:28:56,mayursir,known,"(241,104)",3,False
2025-04-11 17:28:56,vidhi,known,"(54,283)",3,False
2025-04-11 17:28:59,divyesh sir,known,"(420,115)",2,False
2025-04-11 17:28:59,vidhi,known,"(54,283)",2,False
2025-04-11 17:29:01,vinay,known,"(123,96)",4,False
2025-04-11 17:29:01,divyesh sir,known,"(477,125)",4,False
2025-04-11 17:29:01,vidhi,known,"(66,301)",4,False
2025-04-11 17:29:01,Unknown,unknown,"(229,116)",4,False
2025-04-11 17:29:03,vinay,known,"(563,135)",2,False
2025-04-11 17:29:03,mayursir,known,"(235,84)",2,False
2025-04-11 17:29:05,mayursir,known,"(222,84)",2,False
2025-04-11 17:29:05,vinay,known,"(547,135)",2,False
2025-04-11 17:29:07,vinay,known,"(530,135)",1,False
2025-04-11 17:29:10,divyesh sir,known,"(401,93)",4,True
2025-04-11 17:29:10,mayursir,known,"(222,98)",4,True
2025-04-11 17:29:10,vinay,known,"(547,135)",4,True
2025-04-11 17:29:10,vinay,known,"(123,86)",4,True
2025-04-11 17:29:13,mayursir,known,"(235,98)",4,True
2025-04-11 17:29:13,divyesh sir,known,"(401,93)",4,True
2025-04-11 17:29:13,vinay,known,"(133,96)",4,True
2025-04-11 17:29:13,Unknown,unknown,"(564,122)",4,True
2025-04-11 17:29:15,divyesh sir,known,"(413,93)",3,True
2025-04-11 17:29:15,mayursir,known,"(248,84)",3,True
2025-04-11 17:29:15,vinay,known,"(143,96)",3,True
2025-04-11 17:29:17,divyesh sir,known,"(413,104)",4,False
2025-04-11 17:29:17,mayursir,known,"(241,93)",4,False
2025-04-11 17:29:17,vinay,known,"(143,96)",4,False
2025-04-11 17:29:17,Unknown,unknown,"(572,72)",4,False
2025-04-11 17:29:21,divyesh sir,known,"(401,104)",5,True
2025-04-11 17:29:21,mayursir,known,"(235,98)",5,True
2025-04-11 17:29:21,vinay,known,"(143,96)",5,True
2025-04-11 17:29:21,Unknown,unknown,"(564,103)",5,True
2025-04-11 17:29:21,vidhi,known,"(66,321)",5,True
2025-04-11 17:29:23,divyesh sir,known,"(401,104)",4,False
2025-04-11 17:29:23,mayursir,known,"(248,84)",4,False
2025-04-11 17:29:23,vinay,known,"(133,96)",4,False
2025-04-11 17:29:23,Unknown,unknown,"(564,122)",4,False
2025-04-11 17:29:26,divyesh sir,known,"(410,105)",4,False
2025-04-11 17:29:26,mayursir,known,"(241,93)",4,False
2025-04-11 17:29:26,vinay,known,"(133,96)",4,False
2025-04-11 17:29:26,Unknown,unknown,"(572,167)",4,False
2025-04-11 17:29:28,divyesh sir,known,"(401,116)",4,False
2025-04-11 17:29:28,mayursir,known,"(241,93)",4,False
2025-04-11 17:29:28,vinay,known,"(143,96)",4,False
2025-04-11 17:29:29,Unknown,unknown,"(572,201)",4,False
2025-04-11 17:29:31,divyesh sir,known,"(413,116)",3,False
2025-04-11 17:29:31,mayursir,known,"(241,93)",3,False
2025-04-11 17:29:31,vinay,known,"(143,96)",3,False
2025-04-11 17:29:33,mayursir,known,"(248,98)",4,True
2025-04-11 17:29:33,vinay,known,"(143,96)",4,True
2025-04-11 17:29:33,vidhi,known,"(71,300)",4,True
2025-04-11 17:29:33,Unknown,unknown,"(498,241)",4,True
2025-04-11 17:29:36,mayursir,known,"(248,98)",5,True
2025-04-11 17:29:36,vinay,known,"(137,104)",5,True
2025-04-11 17:29:36,divyesh sir,known,"(344,127)",5,True
2025-04-11 17:29:36,vinay,known,"(483,195)",5,True
2025-04-11 17:29:36,vidhi,known,"(54,283)",5,True
2025-04-11 17:29:39,divyesh sir,known,"(401,93)",4,True
2025-04-11 17:29:39,vinay,known,"(143,96)",4,True
2025-04-11 17:29:39,mayursir,known,"(248,98)",4,True
2025-04-11 17:29:39,Unknown,unknown,"(101,267)",4,True
2025-04-11 17:29:41,divyesh sir,known,"(481,116)",1,False
2025-04-11 17:29:45,divyesh sir,known,"(413,104)",2,False
2025-04-11 17:29:45,mayursir,known,"(248,84)",2,False
2025-04-11 17:29:47,divyesh sir,known,"(401,105)",3,False
2025-04-11 17:29:47,mayursir,known,"(235,98)",3,False
2025-04-11 17:29:47,vinay,known,"(101,267)",3,False
2025-04-11 17:29:49,mayursir,known,"(235,98)",3,True
2025-04-11 17:29:49,divyesh sir,known,"(390,104)",3,True
2025-04-11 17:29:49,vinay,known,"(133,86)",3,True
2025-04-11 17:29:53,vinay,known,"(162,77)",4,True
2025-04-11 17:29:53,mayursir,known,"(252,93)",4,True
2025-04-11 17:29:53,vidhi,known,"(62,283)",4,True
2025-04-11 17:29:53,vinay,known,"(459,49)",4,True
2025-04-11 17:29:57,vinay,known,"(483,139)",5,True
2025-04-11 17:29:57,mayursir,known,"(248,84)",5,True
2025-04-11 17:29:57,divyesh sir,known,"(372,125)",5,True
2025-04-11 17:29:57,vinay,known,"(162,77)",5,True
2025-04-11 17:29:57,vidhi,known,"(76,321)",5,True
2025-04-11 17:30:00,vinay,known,"(483,139)",3,False
2025-04-11 17:30:00,mayursir,known,"(248,112)",3,False
2025-04-11 17:30:00,divyesh sir,known,"(363,134)",3,False
2025-04-11 17:30:03,mayursir,known,"(229,139)",4,True
2025-04-11 17:30:03,vinay,known,"(436,150)",4,True
2025-04-11 17:30:03,divyesh sir,known,"(343,134)",4,True
2025-04-11 17:30:03,vinay,known,"(133,86)",4,True
2025-04-11 17:30:06,mayursir,known,"(248,154)",4,False
2025-04-11 17:30:06,Unknown,unknown,"(481,127)",4,False
2025-04-11 17:30:06,vinay,known,"(133,77)",4,False
2025-04-11 17:30:06,vidhi,known,"(62,333)",4,False
2025-04-11 17:30:08,divyesh sir,known,"(372,125)",4,True
2025-04-11 17:30:08,mayursir,known,"(241,150)",4,True
2025-04-11 17:30:08,vinay,known,"(137,81)",4,True
2025-04-11 17:30:08,Unknown,unknown,"(483,139)",4,True
